kind	source	symbol	status	rust	notes
function	zelda_rtl.c	StateRecorder_Init	done	crates/zelda3/src/zelda_rtl.rs	C-shaped state recorder zero-initialization is ported
function	zelda_rtl.c	StateRecorder_RecordCmd	done	crates/zelda3/src/zelda_rtl.rs	C-shaped recorder command and variable-length frame delay encoding is ported
function	zelda_rtl.c	StateRecorder_Record	done	crates/zelda3/src/zelda_rtl.rs	C-shaped input edge recorder and frame counters are ported
function	zelda_rtl.c	StateRecorder_RecordPatchByte	done	crates/zelda3/src/zelda_rtl.rs	C-shaped patch-byte command encoding is ported
function	zelda_rtl.c	ReadFromFile	done	crates/zelda3/src/zelda_rtl.rs	C-shaped exact file read helper is ported over Rust Read
function	zelda_rtl.c	StateRecorder_Load	done	crates/zelda3/src/zelda_rtl.rs	C-shaped recorder file load, replay setup, and state restore path are ported
function	zelda_rtl.c	StateRecorder_Save	done	crates/zelda3/src/zelda_rtl.rs	C-shaped recorder header, log, snapshot, and state save layout are ported
function	zelda_rtl.c	StateRecorder_ClearKeyLog	done	crates/zelda3/src/zelda_rtl.rs	C-shaped key-log clearing, snapshot rebasing, and replay-tail preservation are ported
function	zelda_rtl.c	StateRecorder_ReadNextReplayState	done	crates/zelda3/src/zelda_rtl.rs	C-shaped replay command stepping, input toggles, and RAM patch application are ported
function	zelda_rtl.c	StateRecorder_StopReplay	done	crates/zelda3/src/zelda_rtl.rs	C-shaped replay stop and log truncation are ported
function	zelda_rtl.c	InputStateReadFromFile	done	crates/zelda3/src/zelda_rtl.rs	C-shaped debug-only input-file hook is represented as an inert runtime shell
function	zelda_rtl.c	ZeldaRunFrame	done	crates/zelda3/src/zelda_rtl.rs	C-shaped top-level frame wrapper is ported with input sanitizing, recorder routing, feature patches, run_what selection, and APU shell
function	zelda_rtl.c	ZeldaSetLanguage	done	crates/zelda3/src/zelda_rtl.rs	C-shaped language selection is ported against dialogue map assets and stored dialogue/font indices
function	zelda_rtl.c	SaveLoadSlot	done	crates/zelda3/src/zelda_rtl.rs	C-shaped save/load/replay slot path dispatch is ported
function	zelda_rtl.c	StateRecoderMultiPatch_Init	done	crates/zelda3/src/zelda_rtl.rs	C-shaped multi-patch initialization is ported
function	zelda_rtl.c	StateRecoderMultiPatch_Commit	done	crates/zelda3/src/zelda_rtl.rs	C-shaped multi-patch recorder commit is ported
function	zelda_rtl.c	StateRecoderMultiPatch_Patch	done	crates/zelda3/src/zelda_rtl.rs	C-shaped multi-patch RAM update and sync helper is ported
function	zelda_rtl.c	PatchCommand	done	crates/zelda3/src/zelda_rtl.rs	C-shaped cheat/debug patch command dispatch is ported
function	zelda_rtl.c	ZeldaReadSram	done	crates/zelda3/src/zelda_rtl.rs	C-shaped saves/sram.dat read helper is ported
function	zelda_rtl.c	ZeldaWriteSram	done	crates/zelda3/src/zelda_rtl.rs	C-shaped saves/sram.dat write and backup helper is ported
module	ending.c	*	done	crates/zelda3/src/ending.rs	full C-shaped intro, triforce, Ganon, credits, sprite-draw, fade, and polyhedral entry points are ported
function	ending.c	Intro_SetupScreen	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	Intro_LoadTextPointersAndPalettes	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	Credits_LoadScene_Overworld_PrepGFX	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	Credits_LoadScene_Overworld_Overlay	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	Credits_LoadScene_Overworld_LoadMap	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	Credits_OperateScrollingAndTileMap	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	Credits_LoadCoolBackground	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	Credits_LoadScene_Dungeon	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	Module18_GanonEmerges	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	Module19_TriforceRoom	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	Intro_InitializeBackgroundSettings	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	Polyhedral_InitializeThread	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	Module00_Intro	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	Intro_Init	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	Intro_Init_Continue	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	Intro_Clear1kbBlocksOfWRAM	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	Intro_InitializeMemory_darken	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	IntroZeldaFadein	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	Intro_FadeInBg	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	Intro_SwordComingDown	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	Intro_WaitPlayer	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	FadeMusicAndResetSRAMMirror	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	Intro_InitializeTriforcePolyThread	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	Intro_InitGfx_Helper	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	LoadTriforceSpritePalette	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	Intro_HandleAllTriforceAnimations	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	Scene_AnimateEverySprite	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	Intro_AnimateTriforce	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	Intro_RunStep	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	Intro_AnimOneObj	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	Intro_SpriteType_A_0	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	Intro_SpriteType_B_0	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	AnimateSceneSprite_DrawTriangle	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	Intro_CopySpriteType4ToOam	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	EXIT_0CCA90	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	InitializeSceneSprite_Copyright	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	AnimateSceneSprite_Copyright	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	InitializeSceneSprite_Sparkle	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	AnimateSceneSprite_Sparkle	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	AnimateSceneSprite_AddObjectsToOamBuffer	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	AnimateSceneSprite_MoveTriangle	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	TriforceRoom_PrepGFXSlotForPoly	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	Credits_InitializePolyhedral	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	AdvancePolyhedral	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	TriforceRoom_HandlePoly	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	Credits_AnimateTheTriangles	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	InitializeSceneSprite_TriforceRoomTriangle	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	Intro_SpriteType_B_456	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	AnimateTriforceRoomTriangle_HandleContracting	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	InitializeSceneSprite_CreditsTriangle	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	AnimateSceneSprite_CreditsTriangle	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	Intro_DisplayLogo	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	Intro_SetupSwordAndIntroFlash	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	Intro_PeriodicSwordAndIntroFlash	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	Module1A_Credits	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	Credits_LoadNextScene_Overworld	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	Credits_LoadNextScene_Dungeon	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	Credits_PrepAndLoadSprites	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	Credits_ScrollScene_Overworld	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	Credits_ScrollScene_Dungeon	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	Credits_HandleSceneFade	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	Credits_SpriteDraw_DrawShadow	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	EndSequence_DrawShadow2	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	Ending_Func2	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	Credits_SpriteDraw_ActivateAndRunSprite	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	Credits_SpriteDraw_PreexistingSpriteDraw	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	Credits_SpriteDraw_Single	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	Credits_SpriteDraw_SetShadowProp	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	Credits_SpriteDraw_AddSparkle	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	Credits_SpriteDraw_WalkLinkAwayFromPedestal	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	Credits_SpriteDraw_MoveSquirrel	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	Credits_SpriteDraw_CirclingBirds	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	Credits_HandleCameraScrollControl	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	EndSequence_32	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	Credits_FadeOutFixedCol	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	Credits_FadeColorAndBeginAnimating	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	Credits_AddNextAttribution	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	Credits_AddEndingSequenceText	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	Credits_BrightenTriangles	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	Credits_StopCreditsScroll	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	Credits_FadeAndDisperseTriangles	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	Credits_FadeInTheEnd	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	Credits_HangForever	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
function	ending.c	CrystalCutscene_InitializePolyhedral	done	crates/zelda3/src/ending.rs	C-shaped ending.c entry point is ported in the matching Rust module
module	zelda_cpu_infra.c	*	done	crates/zelda3/src/zelda_cpu_infra.rs	full lockstep/oracle infrastructure is ported with C-shaped helper names
function	zelda_cpu_infra.c	GetPtr	done	crates/zelda3/src/zelda_cpu_infra.rs	C-shaped LoROM pointer helper is ported
function	zelda_cpu_infra.c	GetCartRamPtr	done	crates/zelda3/src/zelda_cpu_infra.rs	C-shaped cart RAM pointer helper is ported
function	zelda_cpu_infra.c	MakeSnapshot	done	crates/zelda3/src/zelda_cpu_infra.rs	C-shaped oracle snapshot capture is ported
function	zelda_cpu_infra.c	MakeMySnapshot	done	crates/zelda3/src/zelda_cpu_infra.rs	C-shaped native snapshot capture is ported
function	zelda_cpu_infra.c	RestoreMySnapshot	done	crates/zelda3/src/zelda_cpu_infra.rs	C-shaped native snapshot restore is ported
function	zelda_cpu_infra.c	RestoreSnapshot	done	crates/zelda3/src/zelda_cpu_infra.rs	C-shaped oracle snapshot restore is ported
function	zelda_cpu_infra.c	VerifySnapshotsEq	done	crates/zelda3/src/zelda_cpu_infra.rs	C-shaped snapshot comparison is ported
function	zelda_cpu_infra.c	RomByte	done	crates/zelda3/src/zelda_cpu_infra.rs	C-shaped ROM byte pointer helper is ported
function	zelda_cpu_infra.c	HookedFunctionRts	done	crates/zelda3/src/zelda_cpu_infra.rs	C-shaped hooked RTS callback is ported
function	zelda_cpu_infra.c	RunEmulatedFunc	done	crates/zelda3/src/zelda_cpu_infra.rs	C-shaped debug wrapper for emulated function calls is ported
function	zelda_cpu_infra.c	RunEmulatedFuncSilent	done	crates/zelda3/src/zelda_cpu_infra.rs	C-shaped silent emulated function runner is ported
function	zelda_cpu_infra.c	RunOrigAsmCodeOneLoop	done	crates/zelda3/src/zelda_cpu_infra.rs	C-shaped opcode loop helper is ported
function	zelda_cpu_infra.c	RunEmulatedSnesFrame	done	crates/zelda3/src/zelda_cpu_infra.rs	C-shaped frame runner helper is ported
function	zelda_cpu_infra.c	EmuSynchronizeWholeState	done	crates/zelda3/src/zelda_cpu_infra.rs	C-shaped native-to-oracle state sync is ported
function	zelda_cpu_infra.c	EmuRunFrameWithCompare	done	crates/zelda3/src/zelda_cpu_infra.rs	C-shaped frame compare entry point is ported
function	zelda_cpu_infra.c	PatchRomBP	done	crates/zelda3/src/zelda_cpu_infra.rs	C-shaped breakpoint patch helper is ported
function	zelda_cpu_infra.c	PatchRomByte	done	crates/zelda3/src/zelda_cpu_infra.rs	C-shaped byte patch helper is ported
function	zelda_cpu_infra.c	PatchRomWord	done	crates/zelda3/src/zelda_cpu_infra.rs	C-shaped word patch helper is ported
function	zelda_cpu_infra.c	PatchRomArray	done	crates/zelda3/src/zelda_cpu_infra.rs	C-shaped byte-array patch helper is ported
function	zelda_cpu_infra.c	PatchRom	done	crates/zelda3/src/zelda_cpu_infra.rs	C-shaped oracle ROM patch routine is ported
function	zelda_cpu_infra.c	EmuInitialize	done	crates/zelda3/src/zelda_cpu_infra.rs	C-shaped oracle initializer is ported
module	types.h	*	seed	crates/zelda3/src/types.rs	MemBlk and little-endian helpers seeded
module	util.c	*	done	crates/zelda3/src/util.rs	full utility surface ported with C-shaped names plus compatibility wrappers
function	util.c	NextDelim	done	crates/zelda3/src/util.rs	C-shaped delimiter tokenizer is ported
function	util.c	ToLower	done	crates/zelda3/src/util.rs	C static helper ported
function	util.c	StringEqualsNoCase	done	crates/zelda3/src/util.rs	covered by zelda3 unit tests
function	util.c	StringStartsWithNoCase	done	crates/zelda3/src/util.rs	C-shaped case-insensitive prefix helper is ported
function	util.c	ReadWholeFile	done	crates/zelda3/src/util.rs	C-shaped zero-terminated file read helper is ported
function	util.c	NextLineStripComments	done	crates/zelda3/src/util.rs	C-shaped line parser and comment stripper is ported
function	util.c	NextPossiblyQuotedString	done	crates/zelda3/src/util.rs	C-shaped quoted token parser is ported
function	util.c	ReplaceFilenameWithNewPath	done	crates/zelda3/src/util.rs	C-shaped path replacement helper is ported
function	util.c	SplitKeyValue	done	crates/zelda3/src/util.rs	C-shaped key/value splitter is ported
function	util.c	SkipPrefix	done	crates/zelda3/src/util.rs	C-shaped prefix skipper is ported
function	util.c	StrSet	done	crates/zelda3/src/util.rs	string ownership helper ported
function	util.c	StrFmt	done	crates/zelda3/src/util.rs	C-shaped string formatting helper is ported
function	util.c	ByteArray_Resize	done	crates/zelda3/src/util.rs	covered by zelda3 unit tests
function	util.c	ByteArray_Destroy	done	crates/zelda3/src/util.rs	covered by zelda3 unit tests
function	util.c	ByteArray_AppendData	done	crates/zelda3/src/util.rs	covered by zelda3 unit tests
function	util.c	ByteArray_AppendByte	done	crates/zelda3/src/util.rs	covered by zelda3 unit tests
function	util.c	FindIndexInMemblk	done	crates/zelda3/src/util.rs	covered by zelda3 unit tests
function	util.c	BpsDecodeInt	done	crates/zelda3/src/util.rs	covered by zelda3 unit tests
function	util.c	crc32	done	crates/zelda3/src/util.rs	covered by zelda3 unit tests
module	attract.c	*	done	crates/zelda3/src/attract.rs	full attract/story scene cluster is ported with C-shaped entry names
function	attract.c	Attract_DrawSpriteSet2	done	crates/zelda3/src/attract.rs	C-shaped attract OAM batch writer is ported
function	attract.c	Attract_ZeldaPrison_Case0	done	crates/zelda3/src/attract.rs	C-shaped Zelda prison case 0 is ported
function	attract.c	Attract_ZeldaPrison_Case1	done	crates/zelda3/src/attract.rs	C-shaped Zelda prison case 1 is ported
function	attract.c	Attract_ZeldaPrison_DrawA	done	crates/zelda3/src/attract.rs	C-shaped Zelda prison A draw helper is ported
function	attract.c	Attract_MaidenWarp_Case0	done	crates/zelda3/src/attract.rs	C-shaped maiden warp case 0 is ported
function	attract.c	Attract_MaidenWarp_Case1	done	crates/zelda3/src/attract.rs	C-shaped maiden warp case 1 is ported
function	attract.c	Attract_MaidenWarp_Case2	done	crates/zelda3/src/attract.rs	C-shaped maiden warp case 2 is ported
function	attract.c	Attract_MaidenWarp_Case3	done	crates/zelda3/src/attract.rs	C-shaped maiden warp case 3 is ported
function	attract.c	Attract_MaidenWarp_Case4	done	crates/zelda3/src/attract.rs	C-shaped maiden warp case 4 is ported
function	attract.c	Dungeon_LoadAndDrawEntranceRoom	done	crates/zelda3/src/attract.rs	C-shaped attract entrance-room loader wrapper is ported
function	attract.c	Dungeon_SaveAndLoadLoadAllPalettes	done	crates/zelda3/src/attract.rs	C-shaped attract palette loader wrapper is ported
function	attract.c	Module14_Attract	done	crates/zelda3/src/attract.rs	C-shaped attract module dispatcher is ported
function	attract.c	Attract_Fade	done	crates/zelda3/src/attract.rs	C-shaped attract fade step is ported
function	attract.c	Attract_InitGraphics	done	crates/zelda3/src/attract.rs	C-shaped attract graphics initialization is ported
function	attract.c	Attract_FadeInStep	done	crates/zelda3/src/attract.rs	C-shaped attract fade-in substep is ported
function	attract.c	Attract_FadeInSequence	done	crates/zelda3/src/attract.rs	C-shaped attract fade-in sequence is ported
function	attract.c	Attract_FadeOutSequence	done	crates/zelda3/src/attract.rs	C-shaped attract fade-out sequence is ported
function	attract.c	Attract_LoadNewScene	done	crates/zelda3/src/attract.rs	C-shaped attract scene loader dispatch is ported
function	attract.c	AttractScene_PolkaDots	done	crates/zelda3/src/attract.rs	C-shaped polka-dots scene setup is ported
function	attract.c	AttractScene_WorldMap	done	crates/zelda3/src/attract.rs	C-shaped world-map scene setup is ported
function	attract.c	AttractScene_ThroneRoom	done	crates/zelda3/src/attract.rs	C-shaped throne-room scene setup is ported
function	attract.c	Attract_PrepFinish	done	crates/zelda3/src/attract.rs	C-shaped attract scene finish prep is ported
function	attract.c	Attract_PrepZeldaPrison	done	crates/zelda3/src/attract.rs	C-shaped Zelda prison scene prep is ported
function	attract.c	Attract_PrepMaidenWarp	done	crates/zelda3/src/attract.rs	C-shaped maiden warp scene prep is ported
function	attract.c	AttractScene_EndOfStory	done	crates/zelda3/src/attract.rs	C-shaped end-of-story scene transition is ported
function	attract.c	Death_Func31	done	crates/zelda3/src/attract.rs	C-shaped attract death/reset helper is ported
function	attract.c	Attract_EnactStory	done	crates/zelda3/src/attract.rs	C-shaped story enact dispatcher is ported
function	attract.c	AttractDramatize_PolkaDots	done	crates/zelda3/src/attract.rs	C-shaped polka-dots dramatization is ported
function	attract.c	AttractDramatize_WorldMap	done	crates/zelda3/src/attract.rs	C-shaped world-map dramatization is ported
function	attract.c	Attract_ThroneRoom	done	crates/zelda3/src/attract.rs	C-shaped throne-room dramatization is ported
function	attract.c	AttractDramatize_Prison	done	crates/zelda3/src/attract.rs	C-shaped Zelda prison dramatization is ported
function	attract.c	AttractDramatize_AgahnimAltar	done	crates/zelda3/src/attract.rs	C-shaped Agahnim altar dramatization is ported
function	attract.c	Attract_SkipToFileSelect	done	crates/zelda3/src/attract.rs	C-shaped attract skip-to-file-select path is ported
function	attract.c	Attract_BuildNextImageTileMap	done	crates/zelda3/src/attract.rs	C-shaped legend tilemap builder is ported
function	attract.c	Attract_ShowTimedTextMessage	done	crates/zelda3/src/attract.rs	C-shaped timed text renderer helper is ported
function	attract.c	Attract_ControlMapZoom	done	crates/zelda3/src/attract.rs	C-shaped mode-7 zoom table builder is ported
function	attract.c	Attract_BuildBackgrounds	done	crates/zelda3/src/attract.rs	C-shaped attract background builder is ported
function	attract.c	Attract_TriggerBGDMA	done	crates/zelda3/src/attract.rs	C-shaped attract VRAM DMA helper is ported
function	attract.c	Attract_DrawPreloadedSprite	done	crates/zelda3/src/attract.rs	C-shaped preloaded sprite OAM writer is ported
function	attract.c	Attract_DrawZelda	done	crates/zelda3/src/attract.rs	C-shaped Zelda OAM draw helper is ported
function	attract.c	Sprite_SimulateSoldier	done	crates/zelda3/src/attract.rs	C-shaped attract soldier simulator is ported
module	select_file.c	*	done	crates/zelda3/src/select_file.rs	C-shaped select-file, copy-file, erase-file, SRAM validation, and name-entry cluster is ported
function	select_file.c	Module01_FileSelect	done	crates/zelda3/src/select_file.rs	C-shaped file select module dispatch is ported
function	select_file.c	SelectFile_Func1	done	crates/zelda3/src/select_file.rs	C-shaped file-select background stripe builder is ported
function	select_file.c	Module_SelectFile_0	done	crates/zelda3/src/select_file.rs	C-shaped file-select setup path is ported
