# track	lead_in	voice	pitch	instrument	volume	pan	start_frame	duration_frames	dsp_pitch	sample_offset	volume_left	volume_right	adsr1	adsr2	gain	echo_send	keyoff_sample_offset
01	6	0	45	11	30	-64	399	50	5733	450	30	15	255	224	184	1	54
01	6	1	17	11	33	-96	399	50	2145	450	33	8	255	224	184	1	54
01	6	2	25	11	23	0	399	50	3213	450	23	23	255	224	184	1	54
01	6	7	45	11	19	67	404	49	5733	84	9	19	255	224	184	1	158
01	6	3	5	17	42	115	416	3	636	524	4	42	143	224	184	1	458
01	6	4	7	17	40	95	416	3	954	524	10	40	143	224	184	1	458
01	6	3	5	17	42	115	421	3	636	94	4	42	143	224	184	1	28
01	6	4	7	17	40	95	421	3	954	94	10	40	143	224	184	1	28
01	6	3	5	17	42	115	425	3	636	262	4	42	143	224	184	1	196
01	6	4	7	17	40	95	425	3	954	262	10	40	143	224	184	1	196
01	6	3	5	17	42	115	429	3	636	430	4	42	143	224	184	1	364
01	6	4	7	17	40	95	429	3	954	430	10	40	143	224	184	1	364
01	6	3	5	17	42	115	434	30	636	64	4	42	143	224	184	1	44
01	6	4	7	17	40	95	434	30	954	64	10	40	143	224	184	1	44
01	6	5	38	19	18	0	434	0	4857	64	18	18	253	224	184	1	448
01	6	6	38	19	18	0	434	2	4857	64	18	18	253	224	184	1	468
01	6	5	38	19	16	0	436	3	4857	84	16	16	253	224	184	1	18
01	6	6	38	19	16	0	438	3	4857	168	16	16	253	224	184	1	102
01	6	5	38	19	8	0	440	3	4857	252	8	8	253	224	184	1	186
01	6	6	38	19	8	0	442	3	4857	336	8	8	253	224	184	1	270
01	6	5	38	19	8	0	444	3	4857	420	8	8	253	224	184	1	354
01	6	6	38	19	8	0	446	3	4857	504	8	8	253	224	184	1	438
01	6	5	38	19	10	0	449	2	4857	54	10	10	253	224	184	1	458
01	6	0	40	11	30	-64	451	5	5106	138	30	15	255	224	184	1	476
01	6	1	15	11	33	-96	451	5	1911	138	33	8	255	224	184	1	476
01	6	2	22	11	23	0	451	5	2862	138	23	23	255	224	184	1	476
01	6	6	38	19	10	0	451	3	4857	138	10	10	253	224	184	1	8
01	6	5	38	19	10	0	453	3	4857	158	10	10	253	224	184	1	92
01	6	6	38	19	10	0	455	3	4857	242	10	10	253	224	184	1	176
01	6	7	40	11	19	67	455	6	5106	242	9	19	255	224	184	1	110
01	6	5	38	19	11	0	457	3	4857	326	11	11	253	224	184	1	260
01	6	0	30	11	30	-64	459	6	3822	410	30	15	255	224	184	1	278
01	6	1	11	11	33	-96	459	6	1431	410	33	8	255	224	184	1	278
01	6	2	17	11	23	0	459	6	2145	410	23	23	255	224	184	1	278
01	6	6	38	19	11	0	459	3	4857	410	11	11	253	224	184	1	344
01	6	5	38	19	11	0	461	3	4857	494	11	11	253	224	184	1	428
01	6	6	38	19	11	0	464	2	4857	44	11	11	253	224	184	1	448
01	6	7	30	11	19	67	464	5	3822	44	9	19	255	224	184	1	382
01	6	5	38	19	13	0	466	2	4857	128	13	13	253	224	184	1	532
01	6	0	40	11	30	-64	468	6	5106	148	30	15	255	224	184	1	16
01	6	1	15	11	33	-96	468	6	1911	148	33	8	255	224	184	1	16
01	6	2	22	11	23	0	468	6	2862	148	23	23	255	224	184	1	16
01	6	3	5	17	42	115	468	5	636	148	4	42	143	224	184	1	166
01	6	4	7	17	40	95	468	5	954	148	10	40	143	224	184	1	166
01	6	6	38	19	13	0	468	3	4857	148	13	13	253	224	184	1	82
01	6	5	38	19	13	0	470	3	4857	232	13	13	253	224	184	1	166
01	6	6	38	19	13	0	472	3	4857	316	13	13	253	224	184	1	250
01	6	7	40	11	19	67	472	6	5106	316	9	19	255	224	184	1	184
01	6	5	38	19	15	0	474	3	4857	400	15	15	253	224	184	1	334
01	6	0	45	11	30	-64	476	6	5733	484	30	15	255	224	184	1	288
01	6	1	17	11	33	-96	476	6	2145	484	33	8	255	224	184	1	288
01	6	2	25	11	23	0	476	6	3213	484	23	23	255	224	184	1	288
01	6	6	38	19	15	0	476	3	4857	484	15	15	253	224	184	1	418
01	6	5	38	19	15	0	479	2	4857	34	15	15	253	224	184	1	502
01	6	6	38	19	15	0	481	2	4857	118	15	15	253	224	184	1	522
01	6	7	45	11	19	67	481	5	5733	118	9	19	255	224	184	1	456
01	6	5	38	19	16	0	483	3	4857	138	16	16	253	224	184	1	72
01	6	0	40	11	30	-64	485	6	5106	222	30	15	255	224	184	1	90
01	6	1	15	11	33	-96	485	6	1911	222	33	8	255	224	184	1	90
01	6	2	22	11	23	0	485	6	2862	222	23	23	255	224	184	1	90
01	6	3	5	17	42	115	485	5	636	222	4	42	143	224	184	1	240
01	6	4	7	17	40	95	485	5	954	222	10	40	143	224	184	1	240
01	6	6	38	19	16	0	485	3	4857	222	16	16	253	224	184	1	156
01	6	5	38	19	16	0	487	3	4857	306	16	16	253	224	184	1	240
01	6	6	38	19	16	0	489	3	4857	390	16	16	253	224	184	1	324
01	6	7	40	11	19	67	489	6	5106	390	9	19	255	224	184	1	258
01	6	5	38	19	18	0	491	3	4857	474	18	18	253	224	184	1	408
01	6	0	30	11	30	-64	494	5	3822	24	30	15	255	224	184	1	362
01	6	1	11	11	33	-96	494	5	1431	24	33	8	255	224	184	1	362
01	6	2	17	11	23	0	494	5	2145	24	23	23	255	224	184	1	362
01	6	6	38	19	18	0	494	2	4857	24	18	18	253	224	184	1	492
01	6	5	38	19	18	0	496	5	4857	108	18	18	253	224	184	1	62
01	6	6	38	19	18	0	498	3	4857	128	18	18	253	224	184	1	62
01	6	0	40	11	30	-64	502	6	5106	296	30	15	255	224	184	1	164
01	6	1	15	11	33	-96	502	6	1911	296	33	8	255	224	184	1	164
01	6	2	22	11	23	0	502	6	2862	296	23	23	255	224	184	1	164
01	6	3	6	17	42	115	502	46	756	296	4	42	143	224	184	1	116
01	6	4	9	17	40	95	502	46	1134	296	10	40	143	224	184	1	116
01	6	5	34	2	23	0	502	0	1092	296	23	23	255	224	184	1	488
01	6	6	25	12	28	0	502	0	815	296	28	28	255	224	184	1	488
01	6	0	30	11	30	-64	511	5	3822	98	30	15	255	224	184	1	436
01	6	1	11	11	33	-96	511	5	1431	98	33	8	255	224	184	1	436
01	6	2	17	11	23	0	511	5	2145	98	23	23	255	224	184	1	436
01	6	7	30	11	19	67	515	6	3822	202	9	19	255	224	184	1	70
01	6	0	40	11	30	-64	519	6	5106	370	30	15	255	224	184	1	238
01	6	1	15	11	33	-96	519	6	1911	370	33	8	255	224	184	1	238
01	6	2	22	11	23	0	519	6	2862	370	23	23	255	224	184	1	238
01	6	7	40	11	19	67	524	5	5106	4	9	19	255	224	184	1	342
01	6	0	45	11	30	-64	536	50	5733	444	30	15	255	224	184	1	48
01	6	1	17	11	33	-96	536	50	2145	444	33	8	255	224	184	1	48
01	6	2	25	11	23	0	536	50	3213	444	23	23	255	224	184	1	48
01	6	7	45	11	19	67	541	49	5733	78	9	19	255	224	184	1	152
01	6	3	6	17	42	115	553	3	756	518	4	42	143	224	184	1	452
01	6	4	9	17	40	95	553	3	1134	518	10	40	143	224	184	1	452
01	6	3	6	17	42	115	558	3	756	152	4	42	143	224	184	1	22
01	6	4	9	17	40	95	558	3	1134	152	10	40	143	224	184	1	22
01	6	3	6	17	42	115	562	3	756	256	4	42	143	224	184	1	190
01	6	4	9	17	40	95	562	3	1134	256	10	40	143	224	184	1	190
01	6	3	6	17	42	115	566	3	756	424	4	42	143	224	184	1	358
01	6	4	9	17	40	95	566	3	1134	424	10	40	143	224	184	1	358
01	6	3	6	17	42	115	571	30	756	58	4	42	143	224	184	1	38
01	6	4	9	17	40	95	571	30	1134	58	10	40	143	224	184	1	38
01	6	5	38	19	18	0	571	0	4857	58	18	18	253	224	184	1	442
01	6	6	38	19	18	0	571	2	4857	58	18	18	253	224	184	1	526
01	6	5	38	19	16	0	573	3	4857	142	16	16	253	224	184	1	12
01	6	6	38	19	16	0	575	3	4857	162	16	16	253	224	184	1	96
01	6	5	38	19	8	0	577	3	4857	246	8	8	253	224	184	1	180
01	6	6	38	19	8	0	579	3	4857	330	8	8	253	224	184	1	264
01	6	5	38	19	8	0	581	3	4857	414	8	8	253	224	184	1	348
01	6	6	38	19	8	0	583	3	4857	498	8	8	253	224	184	1	432
01	6	5	38	19	10	0	586	2	4857	48	10	10	253	224	184	1	516
01	6	0	40	11	30	-64	588	5	5106	132	30	15	255	224	184	1	470
01	6	1	15	11	33	-96	588	5	1911	132	33	8	255	224	184	1	470
01	6	2	22	11	23	0	588	5	2862	132	23	23	255	224	184	1	470
01	6	6	38	19	10	0	588	3	4857	132	10	10	253	224	184	1	2
01	6	5	38	19	10	0	590	3	4857	152	10	10	253	224	184	1	86
01	6	6	38	19	10	0	592	3	4857	236	10	10	253	224	184	1	170
01	6	7	40	11	19	67	592	6	5106	236	9	19	255	224	184	1	104
01	6	5	38	19	11	0	594	3	4857	320	11	11	253	224	184	1	254
01	6	0	30	11	30	-64	596	6	3822	404	30	15	255	224	184	1	272
01	6	1	11	11	33	-96	596	6	1431	404	33	8	255	224	184	1	272
01	6	2	17	11	23	0	596	6	2145	404	23	23	255	224	184	1	272
01	6	6	38	19	11	0	596	3	4857	404	11	11	253	224	184	1	338
01	6	5	38	19	11	0	598	3	4857	488	11	11	253	224	184	1	422
01	6	6	38	19	11	0	601	2	4857	38	11	11	253	224	184	1	506
01	6	7	30	11	19	67	601	5	3822	38	9	19	255	224	184	1	376
01	6	5	38	19	13	0	603	2	4857	122	13	13	253	224	184	1	526
01	6	0	40	11	30	-64	605	6	5106	142	30	15	255	224	184	1	10
01	6	1	15	11	33	-96	605	6	1911	142	33	8	255	224	184	1	10
01	6	2	22	11	23	0	605	6	2862	142	23	23	255	224	184	1	10
01	6	3	6	17	42	115	605	5	756	142	4	42	143	224	184	1	160
01	6	4	9	17	40	95	605	5	1134	142	10	40	143	224	184	1	160
01	6	6	38	19	13	0	605	3	4857	142	13	13	253	224	184	1	76
01	6	5	38	19	13	0	607	3	4857	226	13	13	253	224	184	1	160
01	6	6	38	19	13	0	609	3	4857	310	13	13	253	224	184	1	244
01	6	7	40	11	19	67	609	6	5106	310	9	19	255	224	184	1	178
01	6	5	38	19	15	0	611	3	4857	394	15	15	253	224	184	1	328
01	6	0	45	11	30	-64	613	6	5733	478	30	15	255	224	184	1	346
01	6	1	17	11	33	-96	613	6	2145	478	33	8	255	224	184	1	346
01	6	2	25	11	23	0	613	6	3213	478	23	23	255	224	184	1	346
01	6	6	38	19	15	0	613	3	4857	478	15	15	253	224	184	1	412
01	6	5	38	19	15	0	616	2	4857	28	15	15	253	224	184	1	496
01	6	6	38	19	15	0	618	2	4857	112	15	15	253	224	184	1	516
01	6	7	45	11	19	67	618	5	5733	112	9	19	255	224	184	1	450
01	6	5	38	19	16	0	620	3	4857	132	16	16	253	224	184	1	66
01	6	0	40	11	30	-64	622	6	5106	216	30	15	255	224	184	1	84
01	6	1	15	11	33	-96	622	6	1911	216	33	8	255	224	184	1	84
01	6	2	22	11	23	0	622	6	2862	216	23	23	255	224	184	1	84
01	6	3	6	17	42	115	622	5	756	216	4	42	143	224	184	1	234
01	6	4	9	17	40	95	622	5	1134	216	10	40	143	224	184	1	234
01	6	6	38	19	16	0	622	3	4857	216	16	16	253	224	184	1	150
01	6	5	38	19	16	0	624	3	4857	300	16	16	253	224	184	1	234
01	6	6	38	19	16	0	626	3	4857	384	16	16	253	224	184	1	318
01	6	7	40	11	19	67	626	6	5106	384	9	19	255	224	184	1	252
01	6	5	38	19	18	0	628	3	4857	468	18	18	253	224	184	1	402
01	6	0	30	11	30	-64	631	5	3822	18	30	15	255	224	184	1	356
01	6	1	11	11	33	-96	631	5	1431	18	33	8	255	224	184	1	356
01	6	2	17	11	23	0	631	5	2145	18	23	23	255	224	184	1	356
01	6	6	38	19	18	0	631	2	4857	18	18	18	253	224	184	1	486
01	6	5	38	19	18	0	633	5	4857	102	18	18	253	224	184	1	56
01	6	6	38	19	18	0	635	3	4857	186	18	18	253	224	184	1	56
01	6	7	30	11	19	67	635	5	3822	186	9	19	255	224	184	1	524
01	6	0	40	11	30	-64	639	6	5106	290	30	15	255	224	184	1	158
01	6	1	15	11	33	-96	639	6	1911	290	33	8	255	224	184	1	158
01	6	2	22	11	23	0	639	6	2862	290	23	23	255	224	184	1	158
01	6	3	7	17	42	115	639	34	849	290	4	42	143	224	184	1	54
01	6	4	10	17	40	95	639	34	1275	290	10	40	143	224	184	1	54
01	6	5	9	2	23	0	639	34	1092	290	23	23	255	224	184	1	54
01	6	6	6	12	28	0	639	34	815	290	28	28	255	224	184	1	54
01	6	7	40	11	19	67	643	6	5106	458	9	19	255	224	184	1	326
01	6	0	30	11	30	-64	648	5	3822	92	30	15	255	224	184	1	430
01	6	1	11	11	33	-96	648	5	1431	92	33	8	255	224	184	1	430
01	6	2	17	11	23	0	648	5	2145	92	23	23	255	224	184	1	430
01	6	7	30	11	19	67	652	6	3822	196	9	19	255	224	184	1	64
01	6	0	40	11	30	-64	656	6	5106	364	30	15	255	224	184	1	232
01	6	1	15	11	33	-96	656	6	1911	364	33	8	255	224	184	1	232
01	6	2	22	11	23	0	656	6	2862	364	23	23	255	224	184	1	232
01	6	7	40	11	19	67	660	6	5106	532	9	19	255	224	184	1	336
02	4	0	22	11	23	0	0	42	2862	228	23	23	255	224	184	1	8
02	4	1	6	17	24	0	0	21	714	228	24	24	143	224	184	1	86
02	4	2	36	19	8	0	0	4	4582	228	8	8	253	224	184	1	396
02	4	3	17	11	25	66	0	42	2145	228	12	25	255	224	184	1	8
02	4	4	13	11	23	-66	0	42	1605	228	23	11	255	224	184	1	8
02	4	5	8	17	14	0	0	21	1071	228	14	14	143	224	184	1	86
02	4	6	36	19	8	0	0	1	4582	228	8	8	253	224	184	1	270
02	4	6	36	19	6	0	3	5	4582	354	6	6	253	224	184	0	52
02	4	2	36	19	4	0	6	5	4582	480	4	4	253	224	184	0	178
02	4	6	36	19	4	0	10	4	4582	136	4	4	253	224	184	0	304
02	4	7	22	11	18	127	11	41	2862	178	0	18	255	224	184	1	492
02	4	2	36	19	7	0	13	4	4582	262	7	7	253	224	184	0	494
02	4	6	36	19	5	0	16	5	4582	452	5	5	253	224	184	0	86
02	4	2	36	19	6	0	20	4	4582	44	6	6	253	224	184	0	276
02	4	6	36	19	6	0	23	4	4582	234	6	6	253	224	184	0	402
02	4	1	6	17	19	0	26	5	714	360	19	19	143	224	184	1	58
02	4	2	36	19	10	0	26	5	4582	360	10	10	253	224	184	0	58
02	4	5	8	17	10	0	26	5	1071	360	10	10	143	224	184	1	58
02	4	6	36	19	7	0	29	5	4582	486	7	7	253	224	184	0	184
02	4	2	36	19	8	0	33	4	4582	142	8	8	253	224	184	0	310
02	4	1	6	17	19	0	35	4	714	226	19	19	143	224	184	1	458
02	4	5	8	17	10	0	35	4	1071	226	10	10	143	224	184	1	458
02	4	6	36	19	8	0	36	4	4582	268	8	8	253	224	184	0	500
02	4	2	36	19	13	0	39	5	4582	458	13	13	253	224	184	0	92
02	4	6	36	19	10	0	43	4	4582	50	10	10	253	224	184	0	282
02	4	1	6	17	19	0	44	4	714	92	19	19	143	224	184	1	324
02	4	5	8	17	10	0	44	4	1071	92	10	10	143	224	184	1	324
02	4	2	36	19	11	0	46	4	4582	240	11	11	253	224	184	0	408
02	4	6	36	19	11	0	49	5	4582	366	11	11	253	224	184	0	64
02	4	1	6	17	24	0	52	21	714	492	24	24	143	224	184	1	414
02	4	2	36	19	13	0	52	25	4582	492	13	13	253	224	184	0	70
02	4	5	8	17	14	0	52	21	1071	492	14	14	143	224	184	1	414
02	4	0	22	11	23	0	70	1	2862	288	23	23	255	224	184	1	330
02	4	3	17	11	10	64	70	7	2145	288	5	10	255	224	184	1	70
02	4	4	13	11	10	-64	70	7	1605	288	10	5	255	224	184	1	70
02	4	0	22	11	23	0	74	1	2862	456	23	23	255	224	184	1	498
02	4	0	22	11	18	0	79	3	2862	154	18	18	255	224	184	1	280
02	4	1	6	17	19	0	79	4	714	154	19	19	143	224	184	1	322
02	4	2	36	19	8	0	79	6	4582	154	8	8	253	224	184	0	470
02	4	3	17	11	14	64	79	6	2145	154	7	14	255	224	184	1	470
02	4	4	13	11	13	-68	79	6	1605	154	13	6	255	224	184	1	470
02	4	5	8	17	10	0	79	4	1071	154	10	10	143	224	184	1	322
02	4	7	22	11	18	127	81	1	2862	238	0	18	255	224	184	1	280
02	4	7	22	11	18	127	85	1	2862	470	0	18	255	224	184	1	512
02	4	0	22	11	18	0	88	3	2862	20	18	18	255	224	184	1	146
02	4	1	6	17	19	0	88	4	714	20	19	19	143	224	184	1	252
02	4	2	36	19	8	0	88	6	4582	20	8	8	253	224	184	0	336
02	4	3	17	11	14	64	88	6	2145	20	7	14	255	224	184	1	336
02	4	4	13	11	13	-68	88	6	1605	20	13	6	255	224	184	1	336
02	4	5	8	17	10	0	88	4	1071	20	10	10	143	224	184	1	252
02	4	7	22	11	14	127	90	3	2862	104	0	14	255	224	184	1	294
02	4	0	22	11	23	0	96	4	2862	420	23	23	255	224	184	1	76
02	4	1	6	17	19	0	96	5	714	420	19	19	143	224	184	1	118
02	4	2	36	19	8	0	96	7	4582	420	8	8	253	224	184	0	202
02	4	3	17	11	14	64	96	6	2145	420	7	14	255	224	184	1	160
02	4	4	13	11	13	-68	96	6	1605	420	13	6	255	224	184	1	160
02	4	5	8	17	10	0	96	5	1071	420	10	10	143	224	184	1	118
02	4	7	22	11	14	127	98	4	2862	504	0	14	255	224	184	1	160
02	4	0	22	11	28	0	105	7	2862	286	28	28	255	224	184	1	68
02	4	1	5	17	24	0	105	21	636	286	24	24	143	224	184	1	208
02	4	2	36	19	8	0	105	4	4582	286	8	8	253	224	184	0	518
02	4	3	17	11	30	64	105	7	2145	286	15	30	255	224	184	1	68
02	4	4	13	11	28	-64	105	7	1605	286	28	14	255	224	184	1	68
02	4	5	7	17	14	0	105	21	954	286	14	14	143	224	184	1	208
02	4	6	36	19	8	0	105	1	4582	286	8	8	253	224	184	0	328
02	4	7	22	11	18	127	107	4	2862	434	0	18	255	224	184	1	26
02	4	6	36	19	6	0	108	5	4582	476	6	6	253	224	184	0	110
02	4	2	36	19	4	0	112	4	4582	68	4	4	253	224	184	0	300
02	4	6	36	19	4	0	115	4	4582	258	4	4	253	224	184	0	426
02	4	7	22	11	22	127	116	7	2862	300	0	22	255	224	184	1	82
02	4	2	36	19	7	0	118	5	4582	384	7	7	253	224	184	0	82
02	4	6	36	19	5	0	121	5	4582	510	5	5	253	224	184	0	208
02	4	0	20	11	13	0	123	6	2550	82	13	13	255	224	184	1	334
02	4	3	17	11	14	64	123	6	2145	82	7	14	255	224	184	1	334
02	4	4	13	11	13	-68	123	6	1605	82	13	6	255	224	184	1	334
02	4	2	36	19	6	0	125	4	4582	166	6	6	253	224	184	0	334
02	4	6	36	19	6	0	128	4	4582	292	6	6	253	224	184	0	524
02	4	0	22	11	23	0	131	36	2862	482	23	23	255	224	184	1	522
02	4	1	5	17	19	0	131	5	636	482	19	19	143	224	184	1	116
02	4	2	36	19	10	0	131	5	4582	482	10	10	253	224	184	0	116
02	4	3	17	11	25	66	131	36	2145	482	12	25	255	224	184	1	522
02	4	4	13	11	23	-66	131	36	1605	482	23	11	255	224	184	1	522
02	4	5	7	17	10	0	131	5	954	482	10	10	143	224	184	1	116
02	4	7	20	11	11	127	134	6	2550	32	0	11	255	224	184	1	348
02	4	6	36	19	7	0	135	4	4582	74	7	7	253	224	184	0	306
02	4	2	36	19	8	0	138	4	4582	264	8	8	253	224	184	0	432
02	4	1	5	17	19	0	140	4	636	348	19	19	143	224	184	1	516
02	4	5	7	17	10	0	140	4	954	348	10	10	143	224	184	1	516
02	4	6	36	19	8	0	141	5	4582	390	8	8	253	224	184	0	88
02	4	7	22	11	18	127	142	37	2862	432	0	18	255	224	184	1	2
02	4	2	36	19	13	0	144	5	4582	516	13	13	253	224	184	0	214
02	4	6	36	19	10	0	148	4	4582	172	10	10	253	224	184	0	340
02	4	1	5	17	19	0	149	4	636	214	19	19	143	224	184	1	446
02	4	5	7	17	10	0	149	4	954	214	10	10	143	224	184	1	446
02	4	2	36	19	11	0	151	4	4582	298	11	11	253	224	184	0	530
02	4	6	36	19	11	0	154	5	4582	488	11	11	253	224	184	0	122
02	4	1	5	17	24	0	158	21	636	80	24	24	143	224	184	1	2
02	4	2	36	19	13	0	158	24	4582	80	13	13	253	224	184	0	128
02	4	5	7	17	14	0	158	21	954	80	14	14	143	224	184	1	2
02	4	0	22	11	23	0	175	1	2862	346	23	23	255	224	184	1	452
02	4	3	17	11	10	64	175	7	2145	346	5	10	255	224	184	1	128
02	4	4	13	11	10	-64	175	7	1605	346	10	5	255	224	184	1	128
02	4	0	22	11	23	0	180	1	2862	44	23	23	255	224	184	1	86
02	4	0	22	11	18	0	184	3	2862	276	18	18	255	224	184	1	402
02	4	1	5	17	19	0	184	4	636	276	19	19	143	224	184	1	444
02	4	2	36	19	8	0	184	6	4582	276	8	8	253	224	184	0	528
02	4	3	17	11	14	64	184	6	2145	276	7	14	255	224	184	1	528
02	4	4	13	11	13	-68	184	6	1605	276	13	6	255	224	184	1	528
02	4	5	7	17	10	0	184	4	954	276	10	10	143	224	184	1	444
02	4	7	22	11	18	127	186	1	2862	360	0	18	255	224	184	1	402
02	4	7	22	11	18	127	190	2	2862	528	0	18	255	224	184	1	100
02	4	0	22	11	18	0	193	3	2862	142	18	18	255	224	184	1	268
02	4	1	5	17	19	0	193	4	636	142	19	19	143	224	184	1	310
02	4	2	36	19	8	0	193	6	4582	142	8	8	253	224	184	0	458
02	4	3	17	11	14	64	193	6	2145	142	7	14	255	224	184	1	458
02	4	4	13	11	13	-68	193	6	1605	142	13	6	255	224	184	1	458
02	4	5	7	17	10	0	193	4	954	142	10	10	143	224	184	1	310
02	4	7	22	11	14	127	195	3	2862	226	0	14	255	224	184	1	352
02	4	0	22	11	23	0	202	3	2862	8	23	23	255	224	184	1	134
02	4	1	5	17	19	0	202	1	636	8	19	19	143	224	184	1	0
02	4	2	36	19	8	0	202	1	4582	8	8	8	253	224	184	0	0
02	4	3	17	11	14	64	202	1	2145	8	7	14	255	224	184	1	0
02	4	4	13	11	13	-68	202	1	1605	8	13	6	255	224	184	1	0
02	4	5	7	17	10	0	202	1	954	8	10	10	143	224	184	1	0
02	4	7	22	11	14	127	204	1	2862	92	0	14	255	224	184	1	0
03	3	2	2	10	26	0	0	10	249	152	26	26	138	233	184	1	508
03	3	2	3	10	26	0	12	11	375	528	26	26	138	233	184	1	350
03	3	0	12	10	18	0	25	74	1503	370	18	18	138	233	184	1	406
03	3	1	9	10	18	0	25	74	1126	370	18	18	138	233	184	1	406
03	3	2	4	10	26	0	25	74	500	370	26	26	138	233	184	1	406
03	3	3	8	10	18	0	25	74	1003	370	18	18	138	233	184	1	406
